,StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label,Botnet,feature
671793,2011/08/18 12:54:18.817619,0.00047300000000000006,1,147.32.84.170,34927,  <->,147.32.80.9,53,CON,0.0,0.0,2,565,76,flow=From-Normal-V51-Stribrek,False,1.0
671794,2011/08/18 12:54:18.819006,286.481354,2,147.32.84.170,55995,   ->,74.125.232.207,80,FSPA_FSRPA,0.0,0.0,118,76826,13817,flow=From-Normal-V51-Stribrek,False,2.0
671837,2011/08/18 12:54:19.375553,0.02011,1,147.32.84.170,35478,  <->,147.32.80.9,53,CON,0.0,0.0,2,283,97,flow=From-Normal-V51-Stribrek,False,1.0
671838,2011/08/18 12:54:19.396075,0.009959,1,147.32.84.170,55747,  <->,147.32.80.9,53,CON,0.0,0.0,2,401,97,flow=From-Normal-V51-Stribrek,False,1.0
671841,2011/08/18 12:54:19.406716,245.907837,2,147.32.84.170,46229,   ->,209.85.149.117,80,FSPA_FSPA,0.0,0.0,5392,5488615,105116,flow=From-Normal-V51-Stribrek,False,2.0
671856,2011/08/18 12:54:19.864503,0.000302,1,147.32.84.170,40490,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
671857,2011/08/18 12:54:19.865284,0.00037999999999999997,1,147.32.84.170,58410,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
671858,2011/08/18 12:54:19.866417,0.018097,2,147.32.84.170,46021,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
671892,2011/08/18 12:54:20.590983,0.000272,1,147.32.84.170,40592,  <->,147.32.80.9,53,CON,0.0,0.0,2,224,76,flow=From-Normal-V51-Stribrek,False,1.0
671893,2011/08/18 12:54:20.591692,0.020479,1,147.32.84.170,56836,  <->,147.32.80.9,53,CON,0.0,0.0,2,566,76,flow=From-Normal-V51-Stribrek,False,1.0
671894,2011/08/18 12:54:20.612968,244.685623,2,147.32.84.170,41140,   ->,74.125.232.196,80,FSPA_FSRPA,0.0,0.0,22,3753,2774,flow=From-Normal-V51-Stribrek,False,2.0
672140,2011/08/18 12:54:26.509249,0.000362,1,147.32.84.170,35497,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
672141,2011/08/18 12:54:26.510019,0.00041500000000000006,1,147.32.84.170,32931,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
672142,2011/08/18 12:54:26.511479,0.273079,2,147.32.84.170,56752,   ->,195.24.233.55,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
672374,2011/08/18 12:54:29.864428,0.000285,1,147.32.84.170,44055,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
672375,2011/08/18 12:54:29.865267,0.000297,1,147.32.84.170,39415,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
672376,2011/08/18 12:54:29.866309,0.018494999999999998,2,147.32.84.170,55981,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
672450,2011/08/18 12:54:31.429186,0.017623,1,147.32.84.170,33741,  <->,147.32.80.9,53,CON,0.0,0.0,2,231,91,flow=From-Normal-V51-Stribrek,False,1.0
672452,2011/08/18 12:54:31.447244,0.000337,1,147.32.84.170,38962,  <->,147.32.80.9,53,CON,0.0,0.0,2,231,91,flow=From-Normal-V51-Stribrek,False,1.0
672453,2011/08/18 12:54:31.447943,0.017893,1,147.32.84.170,47811,  <->,147.32.80.9,53,CON,0.0,0.0,2,252,91,flow=From-Normal-V51-Stribrek,False,1.0
672456,2011/08/18 12:54:31.462702,0.017693,1,147.32.84.170,48551,  <->,147.32.80.9,53,CON,0.0,0.0,2,223,87,flow=From-Normal-V51-Stribrek,False,1.0
672457,2011/08/18 12:54:31.466665,0.916969,2,147.32.84.170,55786,   ->,63.245.209.92,443,FSPA_FSPA,0.0,0.0,16,5142,1737,flow=From-Normal-V51-Stribrek,False,2.0
672458,2011/08/18 12:54:31.466790,0.917744,2,147.32.84.170,55787,   ->,63.245.209.92,443,FSPA_FSPA,0.0,0.0,16,5136,1731,flow=From-Normal-V51-Stribrek,False,2.0
672459,2011/08/18 12:54:31.466954,0.888609,2,147.32.84.170,55788,   ->,63.245.209.92,443,FSPA_FSPA,0.0,0.0,16,5149,1744,flow=From-Normal-V51-Stribrek,False,2.0
672460,2011/08/18 12:54:31.467085,0.8752219999999999,2,147.32.84.170,55789,   ->,63.245.209.92,443,FSPA_FSPA,0.0,0.0,18,6425,1806,flow=From-Normal-V51-Stribrek,False,2.0
672461,2011/08/18 12:54:31.467218,0.9190809999999999,2,147.32.84.170,55790,   ->,63.245.209.92,443,FSPA_FSPA,0.0,0.0,16,5145,1740,flow=From-Normal-V51-Stribrek,False,2.0
672462,2011/08/18 12:54:31.467383,0.919977,2,147.32.84.170,55791,   ->,63.245.209.92,443,FSPA_FSPA,0.0,0.0,16,5135,1730,flow=From-Normal-V51-Stribrek,False,2.0
672464,2011/08/18 12:54:31.480786,0.000334,1,147.32.84.170,34420,  <->,147.32.80.9,53,CON,0.0,0.0,2,223,87,flow=From-Normal-V51-Stribrek,False,1.0
672465,2011/08/18 12:54:31.481527,0.196577,1,147.32.84.170,59412,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,87,flow=From-Normal-V51-Stribrek,False,1.0
672466,2011/08/18 12:54:31.678859,3.347257,2,147.32.84.170,35804,   ->,63.245.209.115,443,FSPA_FSRPA,0.0,0.0,21,6806,1829,flow=From-Normal-V51-Stribrek,False,2.0
672467,2011/08/18 12:54:31.713168,5.174546,2,147.32.84.170,35805,   ->,63.245.209.115,443,SRPA_SPA,0.0,0.0,9,3059,518,flow=From-Normal-V51-Stribrek,False,2.0
672486,2011/08/18 12:54:32.175067,0.000252,1,147.32.84.170,38656,  <->,147.32.80.9,53,CON,0.0,0.0,2,231,91,flow=From-Normal-V51-Stribrek,False,1.0
672487,2011/08/18 12:54:32.175704,0.000185,1,147.32.84.170,47175,  <->,147.32.80.9,53,CON,0.0,0.0,2,231,91,flow=From-Normal-V51-Stribrek,False,0.0
672488,2011/08/18 12:54:32.176240,0.00025299999999999997,1,147.32.84.170,33398,  <->,147.32.80.9,53,CON,0.0,0.0,2,252,91,flow=From-Normal-V51-Stribrek,False,1.0
672489,2011/08/18 12:54:32.177208,0.700469,2,147.32.84.170,55794,   ->,63.245.209.92,443,FSPA_FSPA,0.0,0.0,14,2581,1492,flow=From-Normal-V51-Stribrek,False,1.0
672793,2011/08/18 12:54:36.894306,57.940475,2,147.32.84.164,34148,   ->,209.85.149.189,443,FSPA_FSPA,0.0,0.0,24,4561,3143,flow=From-Normal-V51-Grill,False,2.0
672965,2011/08/18 12:54:39.866537,0.000381,1,147.32.84.170,38553,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
672966,2011/08/18 12:54:39.867504,0.000357,1,147.32.84.170,58947,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
672967,2011/08/18 12:54:39.868578,0.018785,2,147.32.84.170,44074,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
673579,2011/08/18 12:54:49.864492,0.000283,1,147.32.84.170,46666,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
673580,2011/08/18 12:54:49.865303,0.00034500000000000004,1,147.32.84.170,43864,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
673582,2011/08/18 12:54:49.866455,0.018619,2,147.32.84.170,53304,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
673933,2011/08/18 12:54:55.289815,0.0,3,147.32.84.164,0x0303,   ->,178.236.63.2,0xd5c8,URP,0.0,,1,135,135,flow=From-Normal-V51-Grill,False,0.0
674079,2011/08/18 12:54:57.205784,0.32850999999999997,2,147.32.84.170,44145,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,23,16114,1779,flow=From-Normal-V51-Stribrek,False,1.0
674089,2011/08/18 12:54:57.516079,0.000322,1,147.32.84.170,56954,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
674090,2011/08/18 12:54:57.516781,0.000333,1,147.32.84.170,33208,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
674091,2011/08/18 12:54:57.518053,0.219496,2,147.32.84.170,56766,   ->,195.24.233.55,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
674094,2011/08/18 12:54:57.570820,0.003987,2,147.32.84.170,44147,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1566,1008,flow=From-Normal-V51-Stribrek,False,1.0
674095,2011/08/18 12:54:57.577839,0.004277,2,147.32.84.170,44148,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1564,1007,flow=From-Normal-V51-Stribrek,False,1.0
674096,2011/08/18 12:54:57.578007,0.005128,2,147.32.84.170,44149,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1556,1000,flow=From-Normal-V51-Stribrek,False,1.0
674097,2011/08/18 12:54:57.578152,0.0039570000000000004,2,147.32.84.170,44150,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,11,1621,1065,flow=From-Normal-V51-Stribrek,False,1.0
674098,2011/08/18 12:54:57.578160,0.004979,2,147.32.84.170,44151,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1558,1002,flow=From-Normal-V51-Stribrek,False,1.0
674099,2011/08/18 12:54:57.578305,0.005419,2,147.32.84.170,44152,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1561,1005,flow=From-Normal-V51-Stribrek,False,1.0
674100,2011/08/18 12:54:57.578364,0.00588,2,147.32.84.170,44153,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1553,998,flow=From-Normal-V51-Stribrek,False,1.0
674101,2011/08/18 12:54:57.581518,0.004457,2,147.32.84.170,44154,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1562,1006,flow=From-Normal-V51-Stribrek,False,1.0
674102,2011/08/18 12:54:57.581525,0.004225,2,147.32.84.170,44155,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1566,1011,flow=From-Normal-V51-Stribrek,False,1.0
674103,2011/08/18 12:54:57.582400,0.0038770000000000002,2,147.32.84.170,44156,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1568,1013,flow=From-Normal-V51-Stribrek,False,1.0
674104,2011/08/18 12:54:57.582457,0.004184,2,147.32.84.170,44157,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1555,1000,flow=From-Normal-V51-Stribrek,False,1.0
674105,2011/08/18 12:54:57.583418,0.004027,2,147.32.84.170,44158,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1562,1005,flow=From-Normal-V51-Stribrek,False,1.0
674106,2011/08/18 12:54:57.583500,0.003956,2,147.32.84.170,44159,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1558,1002,flow=From-Normal-V51-Stribrek,False,1.0
674107,2011/08/18 12:54:57.585169,0.003932,2,147.32.84.170,44160,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1592,1036,flow=From-Normal-V51-Stribrek,False,1.0
674108,2011/08/18 12:54:57.585242,0.00474,2,147.32.84.170,44161,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1590,1034,flow=From-Normal-V51-Stribrek,False,1.0
674109,2011/08/18 12:54:57.585674,0.00457,2,147.32.84.170,44162,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1571,1016,flow=From-Normal-V51-Stribrek,False,1.0
674110,2011/08/18 12:54:57.585807,0.005057,2,147.32.84.170,44163,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1593,1037,flow=From-Normal-V51-Stribrek,False,1.0
674127,2011/08/18 12:54:57.689578,0.000317,1,147.32.84.170,36789,  <->,147.32.80.9,53,CON,0.0,0.0,2,262,84,flow=From-Normal-V51-Stribrek,False,1.0
674128,2011/08/18 12:54:57.690313,0.000533,1,147.32.84.170,53342,  <->,147.32.80.9,53,CON,0.0,0.0,2,604,84,flow=From-Normal-V51-Stribrek,False,1.0
674130,2011/08/18 12:54:57.763488,51.117554,2,147.32.84.170,44777,   ->,74.125.232.199,80,FSPA_FSPA,0.0,0.0,13,3694,2696,flow=From-Normal-V51-Stribrek,False,2.0
674133,2011/08/18 12:54:57.810858,0.00045999999999999996,1,147.32.84.170,37806,  <->,147.32.80.9,53,CON,0.0,0.0,2,230,84,flow=From-Normal-V51-Stribrek,False,1.0
674134,2011/08/18 12:54:57.811077,0.000248,1,147.32.84.170,56494,  <->,147.32.80.9,53,CON,0.0,0.0,2,222,80,flow=From-Normal-V51-Stribrek,False,1.0
674135,2011/08/18 12:54:57.811260,0.14316900000000002,1,147.32.84.170,32928,  <->,147.32.80.9,53,CON,0.0,0.0,2,301,80,flow=From-Normal-V51-Stribrek,False,1.0
674136,2011/08/18 12:54:57.811692,0.000367,1,147.32.84.170,55316,  <->,147.32.80.9,53,CON,0.0,0.0,2,230,84,flow=From-Normal-V51-Stribrek,False,1.0
674137,2011/08/18 12:54:57.811765,0.00035800000000000003,1,147.32.84.170,60359,  <->,147.32.80.9,53,CON,0.0,0.0,2,222,80,flow=From-Normal-V51-Stribrek,False,1.0
674138,2011/08/18 12:54:57.812486,0.003889,1,147.32.84.170,46140,  <->,147.32.80.9,53,CON,0.0,0.0,2,263,84,flow=From-Normal-V51-Stribrek,False,1.0
674139,2011/08/18 12:54:57.812552,0.003949,1,147.32.84.170,54240,  <->,147.32.80.9,53,CON,0.0,0.0,2,255,80,flow=From-Normal-V51-Stribrek,False,1.0
674140,2011/08/18 12:54:57.816987,0.000381,1,147.32.84.170,35460,  <->,147.32.80.9,53,CON,0.0,0.0,2,197,76,flow=From-Normal-V51-Stribrek,False,1.0
674141,2011/08/18 12:54:57.817616,0.00011,1,147.32.84.170,46941,  <->,147.32.80.9,53,CON,0.0,0.0,2,197,76,flow=From-Normal-V51-Stribrek,False,0.0
674142,2011/08/18 12:54:57.817923,0.000215,1,147.32.84.170,35833,  <->,147.32.80.9,53,CON,0.0,0.0,2,238,76,flow=From-Normal-V51-Stribrek,False,1.0
674146,2011/08/18 12:54:57.954804,0.005443,1,147.32.84.170,53844,  <->,147.32.80.9,53,CON,0.0,0.0,2,289,80,flow=From-Normal-V51-Stribrek,False,1.0
674279,2011/08/18 12:54:59.864362,0.00024300000000000002,1,147.32.84.170,45459,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
674280,2011/08/18 12:54:59.865143,0.000303,1,147.32.84.170,47355,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
674281,2011/08/18 12:54:59.866242,0.017941,2,147.32.84.170,46056,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
674924,2011/08/18 12:55:09.864626,0.000384,1,147.32.84.170,49112,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
674925,2011/08/18 12:55:09.865592,0.000264,1,147.32.84.170,38173,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
674926,2011/08/18 12:55:09.866636,0.018035,2,147.32.84.170,34736,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
675494,2011/08/18 12:55:19.864212,0.000469,1,147.32.84.170,55278,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
675495,2011/08/18 12:55:19.865212,0.000308,1,147.32.84.170,38692,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
675496,2011/08/18 12:55:19.866228,0.018147999999999997,2,147.32.84.170,44098,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
675957,2011/08/18 12:55:28.515833,0.000302,1,147.32.84.170,34116,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
675958,2011/08/18 12:55:28.516681,0.00031,1,147.32.84.170,33369,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
675959,2011/08/18 12:55:28.518346,0.34436,2,147.32.84.170,56788,   ->,195.24.233.55,80,FSPA_FSPA,0.0,0.0,10,1218,549,flow=From-Normal-V51-Stribrek,False,1.0
676012,2011/08/18 12:55:29.864563,0.00048300000000000003,1,147.32.84.170,52097,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
676013,2011/08/18 12:55:29.865642,0.000364,1,147.32.84.170,47896,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
676014,2011/08/18 12:55:29.866723,0.018198,2,147.32.84.170,59340,   ->,209.85.148.106,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
676260,2011/08/18 12:55:34.816487,59.603664,2,147.32.84.164,34150,   ->,209.85.149.189,443,FSPA_FSPA,0.0,0.0,34,8298,3539,flow=From-Normal-V51-Grill,False,2.0
676385,2011/08/18 12:55:37.024628,0.00028,1,147.32.84.170,39034,  <->,147.32.80.9,53,CON,0.0,0.0,2,208,71,flow=From-Normal-V51-Stribrek,False,1.0
676386,2011/08/18 12:55:37.025282,0.00028199999999999997,1,147.32.84.170,49449,  <->,147.32.80.9,53,CON,0.0,0.0,2,208,71,flow=From-Normal-V51-Stribrek,False,1.0
676387,2011/08/18 12:55:37.025959,0.000277,1,147.32.84.170,35963,  <->,147.32.80.9,53,CON,0.0,0.0,2,241,71,flow=From-Normal-V51-Stribrek,False,1.0
676388,2011/08/18 12:55:37.028501,0.385653,2,147.32.84.170,44170,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,20,13992,1584,flow=From-Normal-V51-Stribrek,False,1.0
676403,2011/08/18 12:55:37.467027,0.004279,2,147.32.84.170,44171,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1565,1007,flow=From-Normal-V51-Stribrek,False,1.0
676404,2011/08/18 12:55:37.467116,0.005222999999999999,2,147.32.84.170,44172,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1563,1006,flow=From-Normal-V51-Stribrek,False,1.0
676405,2011/08/18 12:55:37.467610,0.0047799999999999995,2,147.32.84.170,44173,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1555,999,flow=From-Normal-V51-Stribrek,False,1.0
676406,2011/08/18 12:55:37.467771,0.005365999999999999,2,147.32.84.170,44174,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1554,998,flow=From-Normal-V51-Stribrek,False,1.0
676407,2011/08/18 12:55:37.467974,0.007336,2,147.32.84.170,44175,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1557,1001,flow=From-Normal-V51-Stribrek,False,1.0
676408,2011/08/18 12:55:37.468217,0.0065769999999999995,2,147.32.84.170,44176,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1560,1004,flow=From-Normal-V51-Stribrek,False,1.0
676409,2011/08/18 12:55:37.470507,0.004573,2,147.32.84.170,44177,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1552,997,flow=From-Normal-V51-Stribrek,False,1.0
676410,2011/08/18 12:55:37.471844,0.005526,2,147.32.84.170,44178,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1561,1005,flow=From-Normal-V51-Stribrek,False,1.0
676411,2011/08/18 12:55:37.471906,0.004933,2,147.32.84.170,44179,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1565,1010,flow=From-Normal-V51-Stribrek,False,1.0
676412,2011/08/18 12:55:37.472655,0.005278,2,147.32.84.170,44180,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1567,1012,flow=From-Normal-V51-Stribrek,False,1.0
676413,2011/08/18 12:55:37.474021,0.005101,2,147.32.84.170,44181,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1554,999,flow=From-Normal-V51-Stribrek,False,1.0
676414,2011/08/18 12:55:37.474690,0.004995,2,147.32.84.170,44182,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1561,1004,flow=From-Normal-V51-Stribrek,False,1.0
676415,2011/08/18 12:55:37.474783,0.004908,2,147.32.84.170,44183,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1557,1001,flow=From-Normal-V51-Stribrek,False,1.0
676416,2011/08/18 12:55:37.476391,0.004383,2,147.32.84.170,44184,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1591,1035,flow=From-Normal-V51-Stribrek,False,1.0
676417,2011/08/18 12:55:37.476444,0.0037649999999999997,2,147.32.84.170,44185,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1589,1033,flow=From-Normal-V51-Stribrek,False,1.0
676418,2011/08/18 12:55:37.477239,0.004636,2,147.32.84.170,44186,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1570,1015,flow=From-Normal-V51-Stribrek,False,1.0
676419,2011/08/18 12:55:37.478252,0.0036299999999999995,2,147.32.84.170,44187,   ->,83.167.225.189,80,FSPA_FSPA,0.0,0.0,10,1592,1036,flow=From-Normal-V51-Stribrek,False,1.0
676421,2011/08/18 12:55:37.570858,0.0017920000000000002,1,147.32.84.170,36623,  <->,147.32.80.9,53,CON,0.0,0.0,2,201,72,flow=From-Normal-V51-Stribrek,False,1.0
676422,2011/08/18 12:55:37.573070,0.000265,1,147.32.84.170,33882,  <->,147.32.80.9,53,CON,0.0,0.0,2,201,72,flow=From-Normal-V51-Stribrek,False,1.0
676423,2011/08/18 12:55:37.573947,0.002841,1,147.32.84.170,59645,  <->,147.32.80.9,53,CON,0.0,0.0,2,261,72,flow=From-Normal-V51-Stribrek,False,1.0
676424,2011/08/18 12:55:37.582123,7.306858999999999,2,147.32.84.170,57119,   ->,77.75.73.86,443,FSPA_FSPA,0.0,0.0,22,7028,1600,flow=From-Normal-V51-Stribrek,False,2.0
676425,2011/08/18 12:55:37.642642,0.017256999999999998,1,147.32.84.170,43644,  <->,147.32.80.9,53,CON,0.0,0.0,2,181,75,flow=From-Normal-V51-Stribrek,False,1.0
676430,2011/08/18 12:55:37.660182,0.017309,1,147.32.84.170,51833,  <->,147.32.80.9,53,CON,0.0,0.0,2,378,75,flow=From-Normal-V51-Stribrek,False,1.0
676431,2011/08/18 12:55:37.677973,0.499108,2,147.32.84.170,54718,   ->,199.7.54.72,80,FSPA_FSPA,0.0,0.0,11,2744,846,flow=From-Normal-V51-Stribrek,False,1.0
676475,2011/08/18 12:55:38.039842,0.001623,1,147.32.84.170,44430,  <->,147.32.80.9,53,CON,0.0,0.0,2,199,71,flow=From-Normal-V51-Stribrek,False,1.0
676476,2011/08/18 12:55:38.041870,0.000266,1,147.32.84.170,57384,  <->,147.32.80.9,53,CON,0.0,0.0,2,199,71,flow=From-Normal-V51-Stribrek,False,1.0
676477,2011/08/18 12:55:38.042469,0.00022,1,147.32.84.170,48725,  <->,147.32.80.9,53,CON,0.0,0.0,2,259,71,flow=From-Normal-V51-Stribrek,False,1.0
676478,2011/08/18 12:55:38.043248,6.845559,2,147.32.84.170,53613,   ->,77.75.73.86,80,FSPA_FSPA,0.0,0.0,11,1543,814,flow=From-Normal-V51-Stribrek,False,2.0
676541,2011/08/18 12:55:39.864468,0.000386,1,147.32.84.170,52364,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
676542,2011/08/18 12:55:39.865393,0.000341,1,147.32.84.170,50599,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
676543,2011/08/18 12:55:39.866458,0.01807,2,147.32.84.170,44122,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
677162,2011/08/18 12:55:49.864429,0.00047300000000000006,1,147.32.84.170,53558,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
677163,2011/08/18 12:55:49.865440,0.000407,1,147.32.84.170,46772,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
677164,2011/08/18 12:55:49.866571,0.01855,2,147.32.84.170,44123,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
677168,2011/08/18 12:55:49.927379,0.00037799999999999997,1,147.32.84.170,60306,  <->,147.32.80.9,53,CON,0.0,0.0,2,227,75,flow=From-Normal-V51-Stribrek,False,1.0
677169,2011/08/18 12:55:49.928272,0.000198,1,147.32.84.170,59877,  <->,147.32.80.9,53,CON,0.0,0.0,2,377,75,flow=From-Normal-V51-Stribrek,False,0.0
677170,2011/08/18 12:55:49.929078,3593.714111,2,147.32.84.170,33389,   ->,74.125.232.216,443,SPA_SPA,0.0,0.0,3564,2228918,473170,flow=From-Normal-V51-Stribrek,False,2.0
677622,2011/08/18 12:55:56.787510,0.00025499999999999996,1,147.32.84.170,45973,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,97,flow=From-Normal-V51-Stribrek,False,1.0
677623,2011/08/18 12:55:56.788207,0.000312,1,147.32.84.170,48968,  <->,147.32.80.9,53,CON,0.0,0.0,2,382,97,flow=From-Normal-V51-Stribrek,False,1.0
677626,2011/08/18 12:55:56.789201,240.12319900000003,2,147.32.84.170,59629,   ->,209.85.149.132,443,FSPA_FSPA,0.0,0.0,34,5868,2040,flow=From-Normal-V51-Stribrek,False,2.0
677723,2011/08/18 12:55:58.593823,0.000244,1,147.32.84.170,49950,  <->,147.32.80.9,53,CON,0.0,0.0,2,238,80,flow=From-Normal-V51-Stribrek,False,1.0
677724,2011/08/18 12:55:58.594416,0.00037999999999999997,1,147.32.84.170,57756,  <->,147.32.80.9,53,CON,0.0,0.0,2,580,80,flow=From-Normal-V51-Stribrek,False,1.0
677725,2011/08/18 12:55:58.594503,0.00034700000000000003,1,147.32.84.170,58970,  <->,147.32.80.9,53,CON,0.0,0.0,2,242,79,flow=From-Normal-V51-Stribrek,False,1.0
677726,2011/08/18 12:55:58.594662,0.00031299999999999996,1,147.32.84.170,46980,  <->,147.32.80.9,53,CON,0.0,0.0,2,262,84,flow=From-Normal-V51-Stribrek,False,1.0
677727,2011/08/18 12:55:58.595087,0.00020299999999999997,1,147.32.84.170,40834,  <->,147.32.80.9,53,CON,0.0,0.0,2,262,88,flow=From-Normal-V51-Stribrek,False,1.0
